,o_body,verdict
1950,A photograph shows Paul McCartney wearing a t-shirt with the word 'adopt' written across the chest.,false
1951,"A protester in Ferguson, Missouri, accidentally burned down his own house.",false
1952,Walter Reed Hospital will accept Christmas cards addressed to 'A Recovering American Soldier.,outdated
1953,Rep. Gabrielle Giffords asked Gen. David Petraeus what he was 'doing to reduce carbon emissions in the war on terror.,false
1954,Georgia held a hearing to determine Barack Obama's eligibility to appear on that state's ballot as a presidential candidate.,mixture:
1955,A video shows a member of a lost Indonesian pygmy tribe on a dirt bike trail in Aceh.,unproven
1956,President Trump owns stock in Raytheon and directly profited from the use of their Tomahawk missiles in an April 2017 U.S. strike on a Syrian air base.,unproven
1957,A list of ten steps on how to be a good wife comes from a 1950s U.S. home economics textbook.,unproven
1958,Gang members are targeting police cars and civilian vehicles with PBA stickers and loosening the lug nuts on the tires.,mixture
1959,A Johns Hopkins scientist issued a 'blistering report' on flu vaccine dangers in the British Medical Journal.,mostly false
1960,President Trump tweeted that drug testing would soon be mandatory for all recipients of government assistance.,false
1961,"Salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an 'electric smog.",false
1962,A number of media outlets incorrectly reported civil rights-era photos of Bernie Sanders were not legitimate.,true
1963,Two homeless people were found living in the attic of a Walmart in Tennessee.,false
1964,A woman who grabbed a baseball away from a child at an Astros game was identified as child psychologist Grennele Brashkowitz.,false
1965,A kitten died due to ingesting a chemical sprayed on a Home Depot Christmas tree.,undetermined
1966,Water boiled in a microwave oven can suddenly 'explode.,true
1967,"Members of the alt-right group the National Policy Institute can be seen on video doing a Nazi-like salute as speaker Richard Spencer calls out 'Hail Trump, hail our people, hail victory!'",true
1968,"A cat that had helped itself to salmon mousse prepared for an upcoming dinner party later turns up dead. The hostess, fearful her dish is poisoned, convinces her guests to rush to the hospital and get their stomachs pumped. Later that evening a neighbor comes over to apologize for running over the cat.",legend
1969,A group of teenagers re-enacting the plot of the film The Purge 2 in Chicago murdered over 112 people.,false
1970,Photographs show a deer atop a communications pole.,true.
1971,FEMA is hiring Hurricane Sandy cleanup crews in New Jersey.,false
1972,"Photographs show a variety of cats adorned with $15,000 paint jobs.",false
1973,Photograph shows horses beneath giant furniture constructed to skirt a prohibition against building a shelter.,real photograph; inaccurate description
1974,"Martin Savidge of CNN interviews four selfless American marines serving in Iraq, offering them the chance to make phone calls home.",false.
1975,The NAACP asserted black cops are 'not real black people.,mostly false
1976,President Trump's administration shut down the White House phone comment line.,mostly false
1977,The skeleton of a giant human was uncovered during gas exploration in Saudi Arabia.,false
1978,Hillary Clinton suggested during a 2013 speech that Donald Trump run for President.,false
1979,Mexican troops provided aid to U.S. residents in the chaotic aftermath of Hurricane Katrina.,true
1980,Video captures a 'creepy gnome' that has frightened residents of an Argentine town.,false.
1981,Eleven states are implementing motorcycle curfews with stiff penalties for violators.,false
1982,"African-Americans are entitled to a $5,000 slavery reparation tax credit.",false
1983,"The town of Clinton, IN, is changing its name to avoid being associated with Hillary Clinton.",false
1984,A recent study disproved a link between sun exposure and skin cancer.,false
1985,Photograph shows small plane crashed into a tree next to a sign advertising flight lessons.,true.
1986,"During a 9/11 commemoration ceremony, Michelle Obama asked, 'All of this for a damned flag'?",unproven
1987,Hacker Guccifer (Marcel Lazăr Lehel) is missing from his jail cell.,false
1988,A college student wound up in a coma after ingesting two gallons of semen as part of a social media challenge.,false
1989,Regulations taking effect 10 February 2009 prohibit the sale of used children's products that have not been tested and certified as meeting new standards for lead and phthalate content.,false
1990,"Donald Trump won the state of Wisconsin by 27,000 votes, but 300,000 Wisconsin voters were turned away at the polls for insufficient identification.",unproven
1991,A browser extension can eliminate all mention of Donald Trump from a user's online experience.,true
1992,An American chiropractor is developing a labial glue as a menstrual alternative to tampons and sanitary napkins.,unproven
1993,E-mail accuses actor from a 'black sitcom' of deliberately spreading HIV to his sexual partners.,undetermined.
1994,"Pat Robertson claimed David Bowie wasn't dead, but instead that 'demons kidnapped him to entertain them in Hell.",false
1995,A federal judge has ordered Barack Obama to prove his eligibility for the presidency in court on 26 January 2010.,false
1996,Meryl Streep was fired by director Ron Howard from a from a 'Happy Days' reboot project for lying about Donald Trump mocking a disabled reporter.,false
1997,Images show several large topiary cats created by a retiree and artist named John Brooker.,false
1998,"In 2016, Speaker Paul Ryan said free lunches gave children a 'full stomach' but left them with an 'empty soul.",mostly false
1999,Every single person who has cancer has a pH that is too acidic.,false
2000,"A video shows an alien that was caught in southern India, near the shared border of Kerala and Karnataka states.",false
2001,Action star Dolph Lundgren has multiple scientific degrees.,mostly true
2002,The U.S. government is opening gas stations to distribute free gasoline in poor neighborhoods.,false
2003,Circulating photo set accurately compares school lunches from other countries with American offerings that are paltry due to the interference of Michelle Obama.,false
2004,"Christmas cards are requested for Dalton Dingus, a 9-year-old boy with cystic fibrosis.",outdated
2005,Whoopi Goldberg said that 'military widows love their 15 minutes in the spotlight.,false
2006,Police sketches of Madeleine McCann's alleged kidnappers are a perfect match for Tony and John Podesta.,mostly false
2007,Top advisers to President Trump believe he is misleading them about being blackmailed by Russia.,unproven
2008,Country singer Charlie Daniels' authored an opinion piece about immigration reform demonstrations.,correctly attributed
2009,Treat burns with egg whites.,false
2010,The FBI is asking for the public's assistance in locating five men who supposedly entered the USA illegally on 24 December 2002.,not any more.
2011,Southwest Airlines changed their slogan to capitalize on the public relations misfortunes of competitor United Airlines.,false
2012,"The Obama administration sued a company on behalf of two Muslim truck drivers who were fired for refusing to transport alcohol, obtaining a $240,000 religious discrimination judgment and 'enforcing Sharia law.",mixture
2013,A motorcyclist comes to an untimely end when he chooses to 'thread the needle' by driving between two oncoming bikes.,legend
2014,Photograph shows Michelle Obama at the Kids' Choice Awards in expensive clothes paid for by taxpayers.,mixture
2015,"During wartime, the Seal of the President of the United States is modified so that the eagle's head faces the opposite direction.",false
2016,Barack Obama has announced that he is running for a third term as president.,false
2017,The FCC has classified Fox News as 'satire' rather than a news source.,false
2018,A gang member died after trying to gold plate his genitals.,false
2019,The ACLU sought to have a cross removed from the Mojave National Preserve in California.,true
2020,Prince William and Kate Middleton dislike the Obamas and 'snubbed' them by not inviting them to their upcoming wedding.,mixture of true and false information
2021,An Oregon ballot lists Democratic presidential candidates twice but no Republican candidates.,false
2022,"While visiting a Master Lock plant in Milwaukee, President Obama mistook the Wisconsin state flag for a union banner.",false
2023,President Obama plans to implement a pay freeze for active duty military personnel in 2011.,false
2024,"Bill Maher smoked a joint during a live broadcast of 'Real Time with Bill Maher,' and the FCC imposed a hefty fine.",mixture
2025,The Obama administration has 'filed federal charges against George Zimmerman.,false
2026,The FDA classified walnuts as drugs.,false
2027,Dozens of people died of marijuana overdoses on the day recreational use became legal in Colorado or Oregon.,false
2028,Internet users can receive free Sony PlayStation consoles for forwarding an e-mail message to their friends.,false.
2029,Richard Gere was taken to a hospital emergency room to have a gerbil removed from his rectum.,false
2030,The Humane Society will donate $1 towards the care of an abused puppy every time his photo is shared.,false
2031,Photograph in Vietnamese museum honors John Kerry as an anti-war protester.,multiple - see below.
2032,Author J.K. Rowling has announced plans to pen a new book in the Harry Potter series.,false
2033,Orly Taitz discovered a hidden connection between Attorney General nominee Loretta Lynch and former Attorney General Eric Holder.,mixture:
2034,Photographs show coconut crabs.,partly true
2035,Your personal information may be viewable through the Spokeo web site.,true
2036,President Obama issued an order providing funds to 'allow hundreds of thousands of Palestinians to resettle in the United States.,mostly false
2037,Comedian Jeff Foxworthy slammed Hillary Clinton and was attacked by liberals.,false
2038,"A photograph shows a man posing with a bear that he killed while it was hibernating, an act made legal by the passage of a new law.",false
2039,The payment of federal tax refunds for 2014 will be delayed until October 2015.,false
2040,A Russian man was drugged and his testicles stolen by an attractive stranger.,probably false
2041,"Temple Baptist Church was built on land sold for fifty-seven cents, the amount saved by a little girl who had been turned away from its Sunday school.",legend
2042,Hillary Clinton was disbarred and stripped of her license to practice law.,false
2043,"President Obama was evicted from a Washington, D.C., mansion for damaging the building.",false
2044,'Obamacare' provisions imposed a 2.3% excise tax as of 1 January 2013.,mixture:
2045,Photographs show a desert memorial constructed to honor the victims of UTA Flight 772.,true
2046,President Obama forgave Al Sharpton's huge tax debt.,unproven
2047,A record number of people were deported from the U.S. during Barack Obama's tenure as President.,mixture
2048,A Florida man was emasculated during an attempt to engage in sexual relations with a pit bull.,false
2049,Poinsettia plants are poisonous to humans.,false.
2050,Nickelodeon will air a TV show that portrays homosexuality in a positive light.,sort of.
2051,A video shows a Muslim man kicking a woman down a set of stairs.,unproven
2052,"An academic study cited by conservative news organizations and the Trump administration proved that Hillary Clinton received more than 800,000 non-citizen votes in the 2016 presidential election.",false
2053,A child developed third-degree sunburn after using Dollar General brand spray-on sunblock.,unproven
2054,Photograph of Michael Jackson's face taken during a court trial is real and undoctored.,true.
2055,Sec. of State Hillary Clinton's approval of a deal to transfer control of 20% of U.S. uranium deposits to a Russian company was a quid pro quo exchange for donations to the Clinton Foundation.,false
2056,Hillary Clinton said in 2000 that she believed marriage was 'always between a man and a woman.,true
2057,A phony carpark attendant collected parking fees outside the Bristol Zoo for over twenty years.,false
2058,CFL light bulbs are dangerous compared to conventional incandescent bulbs because they emit higher levels of radiation.,mixture:
2059,"A man in Point Pleasant, West Virginia, caught the legendary Mothman on camera.",unproven
2060,Pop star Justin Bieber has admitted on Twitter to being bisexual.,false
2061,12-year-old CJ Pearson was suspended from Facebook because he criticized President Obama.,false
2062,A study recently revealed that one out of every three Americans has been implanted with an RFID microchip.,false
2063,"Walt Disney prepared a film to be viewed by Disney executives after his death, in which he gave them all instructions about how to run their areas of the company.",false.
2064,The father of Chelsea Clinton's husband is a former congressman who pled guilty to fraud charges.,true
2065,Glen Eagles hospital issued an urgent warning because seven women have died after sniffing perfume samples received in the mail.,false
2066,Police are asking meth users to bring in their drugs because they might be contaminated with Ebola.,mixture
2067,Actor Christopher Walken is planning on making a bid for the U.S. presidency in 2008.,false.
2068,Apple is eliminating the headphone jack for iPhone 7 in order to force users to purchase expensive Bluetooth equipment or proprietary headphones.,mixture
2069,Economics professor uses grading of exams to teach about socialism.,legend
2070,Photographs show an F-15 fighter jet breaking up in mid-air.,false.
2071,The horse-drawn hearse in front of Disneyland's Haunted Mansion is the actual hearse used to carry Brigham Young's body.,false.
2072,An Article accurately compares the salaries of top executives of several large charitable organizations.,outdated
2073,A boy named Michael Novenche is undergoing chemotherapy to kill a brain tumor.,true.
2074,Journalist Geraldo Rivera commented (regarding the war in Iraq) that 'reporters don't report buildings that don't burn.,true.
2075,Photographs taken from a yacht show the formation of an island via a volcanic eruption at sea.,true
2076,Police have discovered guns disguised as cell phones.,true
2077,Muslims are planning to hold an 'Islam on Capitol Hill' prayer service at the U.S. Capitol on 25 September 2009.,true
2078,One of the first acts of the Trump administration was to seek the end of U.S. participation in the United Nations.,mostly false
2079,Essay by retired Air Force general analyzes the war on terrorism.,false.
2080,"Most canned pumpkin isn't actually pumpkin, but a mixture of other squashes (including butternut).",mixture
2081,"Trump's chosen Secretary of Defense, James Mattis, called anti-war protesters 'pussies.",unproven
2082,A list of 'Communist Rules for Revolution' was discovered by Allied forces in Germany in 1919.,false
2083,"Luxottica controls 80 percent of eyewear brands, several major optometry chains, and the second-largest vision care insurer.",mixture
2084,Budweiser is changing its name to 'America.,mostly true
2085,The real Hillary Clinton has been dead since 1998 and was replaced with a clone.,false
2086,NASA had to relabel the size chart used for a condom-like urination contraption built into the Maximum Absorbency Garment space suit system because astronauts refused to choose the 'small' size.,mixture
2087,Opinion piece by Bill Cosby details political and social issues he's tired of.,incorrectly attributed
2088,Washing instruction tags on Tom Bihn bags carry a hidden message in French disparaging the president.,mixture
2089,A photograph shows the skeletal remains of the Loch Ness Monster.,false
2090,George Soros was killed in a plane crash while visiting Hungary in March 2017.,false
2091,Julian Assange was kidnapped from the Ecuadorean embassy in London and murdered in April 2017.,false
2092,Tattoos are banned at all Disney theme parks.,false
2093,Alton Sterling was a member of the Bloods gang and had a lengthy criminal record.,mixture
2094,An online graphic accurately details President Trump's notable accomplishments during his first four months in office.,mixture
2095,"President Obama banned immigration from Iraq for six months in 2011, but the media buried the story.",mostly false
2096,Paul Ryan once said that 'rape is just another method of conception.,mixture
2097,New residents in unfamiliar housing circumstances adapt in unusual ways.,legend
2098,"After passing a bill to make consuming raw milk legal in the state, several members of the West Virginia legislature fell ill due to drinking raw milk to celebrate the bill becoming law.",unproven
2099,Scientists have discovered a berry - found in only one region of Australia - that can cure cancer in 48 hours.,mixture
2100,"Early in America's history, white Irish slaves outnumbered black slaves and endured worse treatment at the hands of their masters.",mixture
2101,NASA cut a live video stream from the International Space Station just as a UFO appeared on the horizon.,false
2102,Barack Obama 'blew off' U.S. soldiers during a July 2008 trip to Afghanistan.,false
2103,"Shoplifting and other forms of crime decreased dramatically on 1 May 2006, the 'Day Without Immigrants.",false
2104,Only female senators showed up for work in Congress following Snowstorm Jonas.,mostly true
2105,"Residents of Flint, Michigan have been threatened by CPS with removal of their children if they refuse to pay for contaminated water.",false
2106,Photograph shows a 1956 computer disk memory storage unit.,true
2107,NASA has warned of imminent disaster due to the trajectory of another planet that will intersect Earth's orbit.,false
2108,"At a press conference, NFL quarterback Colin Kaepernick wore a T-shirt bearing photos of Malcolm X and communist dictator Fidel Castro.",true
2109,A construction worker survived an accident that poked an 18-inch-long drill bit through one eye and out the side of his skull.,true.
2110,The Department of Energy spent $737 million on SolarReserve to create 45 jobs and benefit Ron Pelosi.,mostly false
2111,Muppet drummer Animal passed away at 66.,false
2112,"U.S. News & World Report editor-in-chief Mortimer Zuckerman penned 'The Fall of Barack Obama,' an editorial critical of President Obama.",mixed attribution
2113,President Bush misspoke at a right-to-life rally and repeatedly said 'feces' instead of 'fetus.,false.
2114,The April 2005 issue of Parents magazine displayed unfortunate cover placement.,false
2115,Video clip shows a U.S. Representative putting the 'Homeland Terrorism Preparedness Bill' up for vote in Congress.,false
2116,"6,000 Muslim migrants with forged papers were captured trying to cross the U.S.-Mexico border.",mostly false
2117,Text reproduces a statement by President Harry Truman about Republicans.,true
2118,"A series of underground atomic explosions have taken place at the crippled nuclear plant in Fukushima, Japan.",false
2119,"E-mail requests prayers for Matt Maupin, a U.S. soldier killed in Iraq.",true.
2120,A United Airlines flight attendant slapped a 7 month-old baby in the face for crying during a flight.,false
2121,Denzel Washington criticized Meryl Streep for making a political speech during the 2017 Golden Globes award ceremony.,mostly false
2122,Photograph shows a snake pulling a cow out of the water.,real photographs; inaccurate description.
2123,An image shows that Democratic interns are much more diverse as a group than Republican interns.,mixture
2124,Message lists consequences that will result from passage of the Freedom of Choice Act.,mixture of accurate and inaccurate information
2125,"A determined shopper once recouped a refund for a tire from Nordstrom, a clothier that has never sold tires.",legend
2126,Caitlyn Jenner will pose nude on the cover of 'Sports Illustrated.,unproven
2127,Donald Trump's spokeswoman Katrina Pierson called President Obama the 'head negro in charge.,mixture
2128,President Obama is using his personal funds to keep the International Museum of Muslim Cultures open during the government shutdown.,false
2129,"In a botched attempt to clarify his previous statements about Adolf Hitler and chemical weapons, Trump press secretary Sean Spicer said he meant Hitler never used them on 'fellow Germans.",false
2130,The 2008 U.S. economic downturn resulted from Democratic control of Congress in 2007.,false.
2131,"You can effectively establish U.S. copyright protection of your work by mailing a copy of it to yourself, then retaining the sealed, postmarked envelope as proof of the date of your authorship.","not in the u.s., but it might be of some assistance in britain."
2132,Providing security for First Lady Melania Trump in New York City would cost double the amount it takes to fund the National Endowment for the Arts.,unproven
2133,Steven Spielberg is planning to direct a film about the Crusades.,false.
2134,A customer who picks up some fried chicken from a fast food outlet discovers that an unusual-tasting piece is actually a batter-fried rat.,false
2135,The WEN hair care brand of cleansing conditioner causes hair loss.,mixture:
2136,President Obama hung a portrait of Hillary Clinton at the White House as part of his 2016 Christmas decorations.,mostly false
2137,Zicam brand cold remedy causes a loss of smell in consumers who use it.,outdated
2138,Paul Harvey essay provides a list of things he wished for his listeners.,mixture
2139,A video showing an inconsolable protester wailing because a policeman popped her balloon.,false
2140,Comedian Bill Murray is running for president and proclaimed religion to be 'the worst enemy of mankind.,false
2141,E-mails released by WikiLeaks confirm Hillary Clinton sold weapons to ISIS.,mixture
2142,A photograph shows two Siberian tigers stalking a firefighter in the Washington Cascades.,false
2143,Marilyn Mosby posted (and then deleted) a picture showing her daughter in the ballot booth,true
2144,A child successfully smuggled a penguin out of an amusement park by concealing the creature in his backpack.,legend
2145,No buyers can be found for a beautiful but cheap car because of the horrible smell that permeates it.,legend
2146,"President Obama submitted plans for an opulent, taxpayer-funded burial site.",false
2147,Photographs show an unusually colored buck taken by a hunter.,true
2148,"A photograph shows a massive audience attending a Donald Trump rally in Panama City, Florida.",miscaptioned
2149,Dan Rather has come out of retirement as a newsman to 'topple' the Trump administration?,mixture
2150,The American Red Cross charges a fee to persons whom they assist.,mostly false
2151,Romanian newspaperman Cornel Nistorescu penned a pro-America editorial immediately after the 9/11 terrorist attacks.,correct attribution
2152,The U.S. constitution requires that presidential and vice-presidential candidates be from different states,false
2153,Australian Prime Minister Julia Gillard made a speech encouraging Muslims to leave Australia.,incorrectly attributed
2154,'Adorable Drug Kingpin' Sarah Furay avoided charges due to her father's connection to the DEA.,mostly false
2155,Jelly sandals sold by Walmart contain unsafe amounts of lead.,unproven
2156,The lubricating spray WD-40 is so named because it was the product of the 40th attempt at creating a water displacing substance.,true
2157,'The Simpsons' depicted that President Donald Trump would touch a glowing orb fifteen years before he actually did so during a trip to the Middle East.,false
2158,Red Bull and other brands of energy drinks contain bull semen.,false
2159,A clause in the document annexing Texas to the United States allowed for Texas to be divided into five different states.,partly true.
2160,Person who performs a kindness for a stranger is rewarded by the stranger's telling her to avoid drinking Coca-Cola or Pepsi after a certain day.,false.
2161,The Washington Post's free daily newspaper used a male gender symbol to illustrate a cover story about women's rights.,true
2162,Ben & Jerry's outlets are offering free ice cream on 8 April 2014.,true
2163,HUD is attempting to pass a law banning tiny houses and RV living.,false
2164,WikiLeaks founder Julian Assange said Bernie Sanders was threatened to drop out of the presidential race.,false
2165,A woman named Lana obtained a late-term abortion because she learned she was carrying a male fetus.,probably false
2166,Photograph shows a U.S. flag bearing an image of Barack Obama flying over a Florida county's Democratic headquarters,true
2167,A child who wrote to God about her deceased pet received a kind letter and a book to help her with her bereavement in response.,true
2168,A 5-year-old boy named Christopher John Mineo is missing from his New York home.,false.
2169,"Grisly photograph shows the Buckley family, whose children beheaded their mother with an axe on Halloween.",false
2170,Photographs show a garbage truck converted into a camper.,real photographs; inaccurate description.
2171,Donald Trump will legalize marijuana in all 50 states.,false
2172,Woman without driver's license tries to cash check by offering magazine featuring nude photos of herself as identification.,undetermined
2173,A store in Colorado accepts food stamps towards the purchase of food items containing marijuana.,false
2174,Simon Malls (including the properties Roosevelt Field and SouthPark Mall) banned Christmas trees because they're 'offensive.,mostly false
2175,Donald Trump personally sent out an airplane to bring home U.S. military members stranded in Florida.,false
2176,PING provides wounded veterans with free lessons and golf clubs.,true
2177,Bernie Sanders plans on banning trucks in the United States.,mixture
2178,Doctors believe an increased number of microcephaly cases in Brazil is due to the use of a Monsanto-manufactured pesticide.,unproven
2179,Home Depot is giving Facebook users a sizeable coupon if they complete a survey or share a post.,scam
2180,A doctor operated for free on a girl who years earlier had given him a glass of milk.,partly true
2181,Microsoft's Webings and Wingdings fonts include hidden anti-Semitic and 9/11-referential messages.,false
2182,Sweden has installed road signs to warn drivers about distracted walkers.,mixture
2183,An 1875 report by the Horseless Carriage Committee warned about the dangers of gasoline-fueled vehicles.,false
2184,A new study published by Oxford University researchers proved that women with big butts are smarter and healthier.,mostly false
2185,"Reachelle Marie Smith is missing from her Minot, North Dakota, home.",true
2186,A female mortuary worker was arrested after becoming pregnant by one of the corpses she was preparing for burial.,false
2187,Sarah Palin called for an invasion of the Czech Republic in response to the Boston Marathon bombings.,false
2188,President Trump opened National Parks and wildlife refugees to coal mining.,mixture
2189,Photograph shows a chupacabra's head on a fence.,false.
2190,Parents of a murdered Virginia Tech co-ed unthinkingly back over another of their children on the way to the airport.,false.
2191,Images document a Hamas-organized mass wedding of adult men and pre-pubescent girls in the Gaza Strip.,false
2192,A girl killed herself after her father posted something awful on her Facebook wall.,false
2193,Russia minted 'In Trump We Trust' coins ahead of the 45th U.S. president's inauguration.,mixture
2194,President-elect Donald Trump has said he plans to cut Social Security benefits.,false
2195,A photograph shows an orca leaping several feet out of the water.,true
2196,A prisoner of war who played an imaginary round of golf in his mind each day of his captivity found upon his release that he'd markedly improved his game.,legend
2197,Parents should keep any eye out for drug-laced Gummy bears and ecstasy (MDMA) disguised as Halloween candy being distributed to trick-or-treaters.,mostly false
2198,"Trump's Attorney General pick, Jeff Sessions, blasted a federal law protecting disabled children in the classroom.",true
2199,Photographs show weather and flight charts displaying phallic shapes.,true
2200,Photographs show an Audi automobile made from solid silver.,real photographs; inaccurate description
2201,Video shows Jeff Gordon pranking a car salesman with a wild test drive.,false
2202,Hillary Clinton successfully defended an accused child rapist and later laughed about the case.,mostly false
2203,Forwarding an Internet chain letter will earn you scads of cash from IWon.com.,false.
2204,President Obama told an audience in Europe ordinary Americans are 'too small-minded to govern their own affairs' and should 'surrender their rights' to an 'all-powerful sovereign.,false
2205,Photograph depicts massive rally for Bernie Sanders in Washington Square Park in April 2016.,miscaptioned
2206,Photographs show examples of a body modification practice known as corset piercing.,true.
2207,A 'killer clown' left a note at an elementary school threatening that 'kids will die' if Halloween is not cancelled.,false
2208,Rabbi Steven Pruzansky penned an opinion piece about the 2012 U.S. presidential elections entitled 'The Decline and Fall of the American Empire.,correctly attributed
2209,School is no longer compulsory for Texas students whose parents believe in the religious concept of Rapture.,false
2210,Officials from Kuwait canceled a event planned for the Four Seasons in order to book it at a Trump property due to 'political pressure.,unproven
2211,Forger steals money by manipulating ABA symbols on checks.,legend
2212,Russian president Vladimir Putin cancelled a campaign appearance with Donald Trump.,false
2213,"Photograph shows a 12-foot-long, 1000-lb. hog dubbed 'Hogzilla.",multiple - see below.
2214,The Newfoundland town of Gander played host to thousands of airline passengers stranded there when American airspace was closed after the September 11 terrorist attacks.,true
2215,Photographs depict the effects of a brown recluse spider bite.,undetermined.
2216,Travelers mistake hotel room safes for microwave ovens.,true
2217,Boiling the same water twice will make your water dangerous to drink.,mostly false
2218,A recall was issued for Bumble Bee Tuna after human remains were found in the product.,false
2219,Author Saul Alinsky dedicated his 1971 political tome 'Rules for Radicals' to Lucifer.,mostly false
2220,"The Facebook 'Identify TV and Music' app spies on users by listening to and recording sounds through their phones, and uses ambient conversation to tailor advertising.",mostly false
2221,A Massachusetts judge passed a law making it legal for black men to run from police because they are at risk of being racially profiled.,mixture
2222,"The pastor of New York's Times Square Church directed his church to prepare 2,000 sandwiches on 10 September 2001, in anticipation of the 9/11 terrorist attacks.",false
2223,An animated image shows Meryl Streep mocking a disabled person on a late night talk show.,false
2224,Republican vice presidential candidate Mike Pence signed legislation forcing women to hold funerals for miscarried or aborted fetuses.,mostly false
2225,Photograph shows the chief of Brazil's Kayapó tribe weeping over the approval of a hydroelectric dam project that will destroy tribal forest areas,real photograph; inaccurate description
2226,Photograph shows a DeWalt-manufactured 'rapid fire nail gun.,false
2227,"President Harry S. Truman in 1945 described political correctness as 'a doctrine fostered by a delusional, illogical minority.",false
2228,E-mail presents muddled comments by President Bush regarding proposed changes to Medicare/Social Security.,true.
2229,"Tejano singer Selena's killer, Yolanda Saldivar, has been granted early parole.",false
2230,Abraham Lincoln issued a prophetic warning about the tyranny of capitalism.,false
2231,The abbreviation 'LOL' means 'Lucifer Our Lord' and is used in prayer by Satanists.,false
2232,A photograph shows a Texas plumbing company's truck in the hands of a militant group in Syria.,true
2233,"Prayers are requested for Heather Brown, who remains in a coma after giving birth to a son.",true
2234,"Sargento cheese was recalled on 9 May 2017 (or in August/September 2017), because it might kill your whole family.",mostly false
2235,Experts confirmed a computer server linked to Donald Trump 'was communicating with Russia.,unproven
2236,David Letterman offered a 'Top Ten' list about why there are no black NASCAR drivers.,false.
2237,FBI director Jim Comey placed a 'Trump/Pence 2016' sign in front of his home.,unproven
2238,"The government will temporarily interrupt all television, radio, communications, and power in the U.S. on 9 November 2011.",partly true
2239,"Capsaicin, the spice-causing molecule in chili peppers, can help beat breast cancer.",unproven
2240,President Donald Trump posited that Canadian women were the second biggest threat to America following ISIS.,false
2241,Van Halen's standard performance contract contained a provision calling for them to be provided backstage with a bowl of M&Ms from which all the brown candies has been removed.,true
2242,Anti-terrorism presentation warns about women in burqas buying up cell phones.,false
2243,President-Elect Donald Trump appointed Sarah Palin Science and Technology Advisor.,false
2244,The U.S. Supreme Court has ruled that motorists need not have licenses to drive vehicles on public roads.,false
2245,Scott Paulson penned an opinion piece about the film 2016: Obama's America for CBS Local.,correctly attributed
2246,Sandy Hook shooting victim Noah Pozner was pictured among those killed during a December 2014 attack on a school in Pakistan.,real photograph; inaccurate description
2247,Barack Obama's education and house were paid for with money obtained from questionable sources.,false
2248,"Hurricanes with female names cause more damage because people perceive their risk to be lower, leading to less preparedness.",unproven
2249,Some supermarket chains in Norway have decided to place special identification stickers on products from Israel to protest Israeli actions in their conflict with the Palestinian Authority.,false.
2250,"Property owners in New York City will be fined $250,000 for using 'improper pronouns' due to new transgender laws.",mixture
2251,IHOP restaurants are offering free pancakes on National Pancake Day.,true
2252,"Sarah Palin said that 'Thanksgiving is for real Americans, not Indians.",false
2253,"The Obama administration has proposed a 2,300-page 'New Constitution.",false
2254,The Wall Street Journal ran Donald Trump stories with opposing headlines on the same day.,true
2255,A list reproduces Saul Alinsky's rules for 'How to Create a Social State.,false
2256,A virus deadly to dogs has been spreading in the canine population of the U.S.,true
2257,Transcript records President Bush's remarks to reporters at a New Mexico restaurant.,true.
2258,An orangutan raped an Irish tourist in Indonesia.,false
2259,"More than 30,000 cows froze to death during a winter storm because farmers could not be bothered to take care of their animals.",mixture
2260,Someone claiming to be the 'Yahoo Community Monitor' is joining discussion groups and mischievously deleting them.,undetermined.
2261,Whoopi Goldberg wore a shirt depicting violence against President Trump.,false
2262,An Immigration and Customs Enforcement (ICE) agent left a suicide note warning of looming mass disarmament and collapse in the United States.,false
2263,Transcript documents an unaired interview between Chris Matthews and Cardinal Bergoglio.,false
2264,The average person needs to drink eight glasses of water per day to avoid being 'chronically dehydrated.,false
2265,The Los Angeles Dodgers of the Koufax/Drysdale era often won 1-0 games in which Maury Wills scored the winning run.,false.
2266,Bill Clinton was the 'first pardoned federal felon ever to serve as President of the U.S.,false
2267,E-mails by a volunteer relief worker detail behavior of New Orleans evacuees.,undetermined.
2268,A woman defecated on her boss' desk after winning the lottery.,false
2269,The Red Cross gave out meager and unappetizing meals to Louisiana flood victims.,mixture
2270,Marvel Comics writer Stan Lee passed away in May 2016.,false
2271,A van full of 'illegals' traveled from voting booth to voting booth in Arizona in order to vote (illegally) for Hillary Clinton.,false
2272,Police have documented cases of people randomly distributing poisoned goodies to children on Halloween.,false
2273,Photographs depict then-model Melania Trump (nee Knauss) posing provocatively for GQ magazine.,true
2274,Soupy Sales routinely sneaked smutty jokes into his television program.,false
2275,Photograph shows a tornado that hit Kentucky in March 2012.,false
2276,The FDA has barred travelers from bringing Vegemite into the U.S.,false.
2277,A napping morgue worker in Texas was accidentally cremated by a coworker.,false
2278,The State of Texas announced it would no longer be issuing birth certificates to the children of undocumented immigrants.,outdated
2279,Swedish police have introduced anti-sexual assault bracelets due to an increase in 'refugee rape.,mixture
2280,Men's underwear is referred to as 'BVDs' because the term is an abbreviation of the phrase 'Boy's Ventilated Drawers.,false
2281,"An American Muslim man raped a 13-year-old girl in Ohio, and then was beaten by Trump supporters.",false
2282,Photograph shows a dog injured by fireworks placed in its mouth.,true
